#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
PROV4606;Sassandra;;;;;;;;;;;;;x
PROV4607;Gusinaya;;;;;;;;;;;;;x
PROV4608;Siktyakh;;;;;;;;;;;;;x
PROV4609;Kyuek-Bulung;;;;;;;;;;;;;x
PROV4610;Bili;;;;;;;;;;;;;x
PROV4611;Sovetskaya Rechka;;;;;;;;;;;;;x
PROV4612;Kostyuk;;;;;;;;;;;;;x
PROV4613;Myla;;;;;;;;;;;;;x
PROV4614;Olvassuo;;;;;;;;;;;;;x
PROV4615;Åsele;;;;;;;;;;;;;x
PROV4616;Middlesbrough;;;;;;;;;;;;;x
PROV4617;Sheffield;;;;;;;;;;;;;x
PROV4618;Inverness;;;;;;;;;;;;;x
PROV4619;Galashiels;;;;;;;;;;;;;x
PROV4620;Truro;;;;;;;;;;;;;x
PROV4621;Aguilar;;;;;;;;;;;;;x
PROV4622;Palencia;;;;;;;;;;;;;x
PROV4623;Valladolid;;;;;;;;;;;;;x
PROV4624;Avila;;;;;;;;;;;;;x
PROV4625;Talavera;;;;;;;;;;;;;x
PROV4626;Bern;;;;;;;;;;;;;x
PROV4627;Cordova;;;;;;;;;;;;;x
PROV4628;Malaga;;;;;;;;;;;;;x
PROV4629;Ceuta;;;;;;;;;;;;;x
PROV4630;Taounate;;;;;;;;;;;;;x
PROV4631;Fes;;;;;;;;;;;;;x
PROV4632;El Kebab;;;;;;;;;;;;;x
PROV4633;Tinejdad;;;;;;;;;;;;;x
PROV4634;Tafraoute Sidi Ali;;;;;;;;;;;;;x
PROV4635;Hassi Takbit;;;;;;;;;;;;;x
PROV4636;Hassi Chaamba;;;;;;;;;;;;;x
PROV4637;El Rhers;;;;;;;;;;;;;x
PROV4638;Yadoub;;;;;;;;;;;;;x
PROV4639;Cheikria;;;;;;;;;;;;;x
PROV4640;Erg el Ahmar;;;;;;;;;;;;;x
PROV4641;Hamada Safia;;;;;;;;;;;;;x
PROV4642;Bir Chali;;;;;;;;;;;;;x
PROV4643;Karonkaro;;;;;;;;;;;;;x
PROV4644;El Khnachich;;;;;;;;;;;;;x
PROV4645;Feltel;;;;;;;;;;;;;x
PROV4646;Aich Hendo;;;;;;;;;;;;;x
PROV4647;Gargando;;;;;;;;;;;;;x
PROV4648;Dianke;;;;;;;;;;;;;x
PROV4649;Tenenkou;;;;;;;;;;;;;x
PROV4650;San;;;;;;;;;;;;;x
PROV4651;Koutiala;;;;;;;;;;;;;x
PROV4652;Bobo-Dioulasso;;;;;;;;;;;;;x
PROV4653;Ouangolodougou;;;;;;;;;;;;;x
PROV4654;Ferkessedougou;;;;;;;;;;;;;x
PROV4655;Katiola;;;;;;;;;;;;;x
PROV4656;Bouake;;;;;;;;;;;;;x
PROV4657;Yamoussoukro;;;;;;;;;;;;;x
PROV4658;Divo;;;;;;;;;;;;;x
PROV4659;Ozero Bakul;;;;;;;;;;;;;x
PROV4660;Bulun;;;;;;;;;;;;;x
PROV4661;Omonas;;;;;;;;;;;;;x
PROV4662;Ozero Nerangda;;;;;;;;;;;;;x
PROV4663;Protoka;;;;;;;;;;;;;x
PROV4664;Meskashor;;;;;;;;;;;;;x
PROV4665;Ust-Tsilma;;;;;;;;;;;;;x
PROV4666;Taivalkoski;;;;;;;;;;;;;x
PROV4667;Vannas;;;;;;;;;;;;;x
PROV4668;Isle of Man;;;;;;;;;;;;;x
PROV4669;Nottingham;;;;;;;;;;;;;x
PROV4670;Bournemouth;;;;;;;;;;;;;x
PROV4671;Stirling;;;;;;;;;;;;;x
PROV4672;Ayr;;;;;;;;;;;;;x
PROV4673;Dumfries;;;;;;;;;;;;;x
PROV4674;Wrexham;;;;;;;;;;;;;x
PROV4675;Newtown;;;;;;;;;;;;;x
PROV4676;Llanelli;;;;;;;;;;;;;x
PROV4677;Plymouth;;;;;;;;;;;;;x
PROV4678;Brest;;;;;;;;;;;;;x
PROV4679;Troyes;;;;;;;;;;;;;x
PROV4680;Santander;;;;;;;;;;;;;x
PROV4681;Burgos;;;;;;;;;;;;;x
PROV4682;Segovia;;;;;;;;;;;;;x
PROV4683;Madrid;;;;;;;;;;;;;x
PROV4684;Los Yébnes;;;;;;;;;;;;;x
PROV4685;Ciudad Real;;;;;;;;;;;;;x
PROV4686;Jaen;;;;;;;;;;;;;x
PROV4687;Granada;;;;;;;;;;;;;x
PROV4688;Al Hoceima;;;;;;;;;;;;;x
PROV4689;Ras el Oued;;;;;;;;;;;;;x
PROV4690;Outat El Haj;;;;;;;;;;;;;x
PROV4691;Boudenib;;;;;;;;;;;;;x
PROV4692;Erfoud;;;;;;;;;;;;;x
PROV4693;Rissani;;;;;;;;;;;;;x
PROV4694;Oglat Berabet;;;;;;;;;;;;;x
PROV4695;Jebel ben Tajine;;;;;;;;;;;;;x
PROV4696;Thenachane;;;;;;;;;;;;;x
PROV4697;Gaiba;;;;;;;;;;;;;x
PROV4698;Sel-Habid;;;;;;;;;;;;;x
PROV4699;Oumm el Asel;;;;;;;;;;;;;x
PROV4700;Tayert el Medina;;;;;;;;;;;;;x
PROV4701;Oguilet es Sbeita;;;;;;;;;;;;;x
PROV4702;Taoudenni;;;;;;;;;;;;;x
PROV4703;Agorgot;;;;;;;;;;;;;x
PROV4704;Araouane;;;;;;;;;;;;;x
PROV4705;Lake Argyle;;;;;;;;;;;;;x
PROV4706;Goundam;;;;;;;;;;;;;x
PROV4707;Tonka;;;;;;;;;;;;;x
PROV4708;Dialloube;;;;;;;;;;;;;x
PROV4709;Mopti;;;;;;;;;;;;;x
PROV4710;Nouna;;;;;;;;;;;;;x
PROV4711;Hounde;;;;;;;;;;;;;x
PROV4712;Ouo;;;;;;;;;;;;;x
PROV4713;Bouna;;;;;;;;;;;;;x
PROV4714;Agboville;;;;;;;;;;;;;x
PROV4715;Kotobi;;;;;;;;;;;;;x
PROV4716;Abengourou;;;;;;;;;;;;;x
PROV4717;Abidjan;;;;;;;;;;;;;x
PROV4718;Russko-Ustinskoye;;;;;;;;;;;;;x
PROV4719;Nayba;;;;;;;;;;;;;x
PROV4720;Birekle;;;;;;;;;;;;;x
PROV4721;Tukalan;;;;;;;;;;;;;x
PROV4722;Igarka;;;;;;;;;;;;;x
PROV4723;Seyda;;;;;;;;;;;;;x
PROV4724;Chernogorskaya;;;;;;;;;;;;;x
PROV4725;Kushevanda;;;;;;;;;;;;;x
PROV4726;Vindeln;;;;;;;;;;;;;x
PROV4727;Stoke-on-Trent;;;;;;;;;;;;;x
PROV4728;Perth;;;;;;;;;;;;;x
PROV4729;Edinburgh;;;;;;;;;;;;;x
PROV4730;Carlisle;;;;;;;;;;;;;x
PROV4731;Blackpool;;;;;;;;;;;;;x
PROV4732;Shrewsbury;;;;;;;;;;;;;x
PROV4733;Cardiff;;;;;;;;;;;;;x
PROV4734;Bristol;;;;;;;;;;;;;x
PROV4735;Saint-Brieuc;;;;;;;;;;;;;x
PROV4736;Lorient;;;;;;;;;;;;;x
PROV4737;Bilbao;;;;;;;;;;;;;x
PROV4738;Soria;;;;;;;;;;;;;x
PROV4739;Guadalajara;;;;;;;;;;;;;x
PROV4740;Coast of Malaga;;;;;;;;;;;;;x
PROV4741;Toledo;;;;;;;;;;;;;x
PROV4742;Tomelloso;;;;;;;;;;;;;x
PROV4743;Chur;;;;;;;;;;;;;x
PROV4744;Almeria;;;;;;;;;;;;;x
PROV4745;Melilla;;;;;;;;;;;;;x
PROV4746;Ouida;;;;;;;;;;;;;x
PROV4747;Debdou;;;;;;;;;;;;;x
PROV4748;Bouanane;;;;;;;;;;;;;x
PROV4749;Kenadsa;;;;;;;;;;;;;x
PROV4750;Abadia;;;;;;;;;;;;;x
PROV4751;Hamigura;;;;;;;;;;;;;x
PROV4752;El Atchane;;;;;;;;;;;;;x
PROV4753;Atinim;;;;;;;;;;;;;x
PROV4754;Fouminate en Nakhla;;;;;;;;;;;;;x
PROV4755;Grizin;;;;;;;;;;;;;x
PROV4756;El Axim;;;;;;;;;;;;;x
PROV4757;Tni Haia;;;;;;;;;;;;;x
PROV4758;El Mahia;;;;;;;;;;;;;x
PROV4759;Douaouir;;;;;;;;;;;;;x
PROV4760;Dakouai;;;;;;;;;;;;;x
PROV4761;Bau Naga;;;;;;;;;;;;;x
PROV4762;Gair;;;;;;;;;;;;;x
PROV4763;Boa Djebeho;;;;;;;;;;;;;x
PROV4764;Timbuktu;;;;;;;;;;;;;x
PROV4765;Dire;;;;;;;;;;;;;x
PROV4766;Douentza;;;;;;;;;;;;;x
PROV4767;Madougou;;;;;;;;;;;;;x
PROV4768;Kodye;;;;;;;;;;;;;x
PROV4769;Koudougou;;;;;;;;;;;;;x
PROV4770;Boromo;;;;;;;;;;;;;x
PROV4771;Diebougou;;;;;;;;;;;;;x
PROV4772;Bondoukou;;;;;;;;;;;;;x
PROV4773;Tanda;;;;;;;;;;;;;x
PROV4774;Asankragua;;;;;;;;;;;;;x
PROV4775;Axim;;;;;;;;;;;;;x
PROV4776;Logashkino;;;;;;;;;;;;;x
PROV4777;Moy-Bysta;;;;;;;;;;;;;x
PROV4778;Nice;;;;;;;;;;;;;x
PROV4779;Ozero Dyurkuk;;;;;;;;;;;;;x
PROV4780;Gorbiachin;;;;;;;;;;;;;x
PROV4781;Lokhpodgort;;;;;;;;;;;;;x
PROV4782;Mokhcha;;;;;;;;;;;;;x
PROV4783;Sofporog;;;;;;;;;;;;;x
PROV4784;Bureå;;;;;;;;;;;;;x
PROV4785;Aberdeen;;;;;;;;;;;;;x
PROV4786;Newcastle upon Tyne;;;;;;;;;;;;;x
PROV4787;Leeds;;;;;;;;;;;;;x
PROV4788;Manchester;;;;;;;;;;;;;x
PROV4789;Liverpool;;;;;;;;;;;;;x
PROV4790;Birmingham;;;;;;;;;;;;;x
PROV4791;Gloucester;;;;;;;;;;;;;x
PROV4792;Southampton;;;;;;;;;;;;;x
PROV4793;Rennes;;;;;;;;;;;;;x
PROV4794;Montauban;;;;;;;;;;;;;x
PROV4795;Nantes;;;;;;;;;;;;;x
PROV4796;Pamplona;;;;;;;;;;;;;x
PROV4797;Logrono;;;;;;;;;;;;;x
PROV4798;Catayud;;;;;;;;;;;;;x
PROV4799;Cuenca;;;;;;;;;;;;;x
PROV4800;Motilla;;;;;;;;;;;;;x
PROV4801;Albacete;;;;;;;;;;;;;x
PROV4802;Murcia;;;;;;;;;;;;;x
PROV4803;Gerona;;;;;;;;;;;;;x
PROV4804;Tendrara;;;;;;;;;;;;;x
PROV4805;Figuig;;;;;;;;;;;;;x
PROV4806;Bechar;;;;;;;;;;;;;x
PROV4807;Taghit;;;;;;;;;;;;;x
PROV4808;Igli;;;;;;;;;;;;;x
PROV4809;Kerzaz;;;;;;;;;;;;;x
PROV4810;Kahal Tabelbala;;;;;;;;;;;;;x
PROV4811;El Mouilah;;;;;;;;;;;;;x
PROV4812;Mouchene;;;;;;;;;;;;;x
PROV4813;Sidi Bel Abbès;;;;;;;;;;;;;x
PROV4814;Fersiga;;;;;;;;;;;;;x
PROV4815;Trifiya;;;;;;;;;;;;;x
PROV4816;Erg Atouila;;;;;;;;;;;;;x
PROV4817;Teoabaun;;;;;;;;;;;;;x
PROV4818;God's Lake;;;;;;;;;;;;;x
PROV4819;In Miloch;;;;;;;;;;;;;x
PROV4820;Eilek;;;;;;;;;;;;;x
PROV4821;Lake Mackay;;;;;;;;;;;;;x
PROV4822;Gourma-Rharous;;;;;;;;;;;;;x
PROV4823;Mondoro;;;;;;;;;;;;;x
PROV4824;Djibo;;;;;;;;;;;;;x
PROV4825;Ouahigouya;;;;;;;;;;;;;x
PROV4826;Ouagadougou;;;;;;;;;;;;;x
PROV4827;Tanchon;;;;;;;;;;;;;x
PROV4828;Ping;;;;;;;;;;;;;x
PROV4829;Damongo;;;;;;;;;;;;;x
PROV4830;Kintampo;;;;;;;;;;;;;x
PROV4831;Kumasi;;;;;;;;;;;;;x
PROV4832;Obouasi;;;;;;;;;;;;;x
PROV4833;Sekondi-Takoradi;;;;;;;;;;;;;x
PROV4834;Alazeya;;;;;;;;;;;;;x
PROV4835;Khayyr;;;;;;;;;;;;;x
PROV4836;Motorchuna;;;;;;;;;;;;;x
PROV4837;Ozero Knochekit;;;;;;;;;;;;;x
PROV4838;Ozero Khakancha;;;;;;;;;;;;;x
PROV4839;Salekhard;;;;;;;;;;;;;x
PROV4840;Sizyabsk;;;;;;;;;;;;;x
PROV4841;Loukhi;;;;;;;;;;;;;x
PROV4842;York;;;;;;;;;;;;;x
PROV4843;Hull;;;;;;;;;;;;;x
PROV4844;Lincoln;;;;;;;;;;;;;x
PROV4845;Leicester;;;;;;;;;;;;;x
PROV4846;Oxford;;;;;;;;;;;;;x
PROV4847;Brighton;;;;;;;;;;;;;x
PROV4848;Cherbourg;;;;;;;;;;;;;x
PROV4849;Caen;;;;;;;;;;;;;x
PROV4850;Laval;;;;;;;;;;;;;x
PROV4851;La-Roche-sur-Yon;;;;;;;;;;;;;x
PROV4852;La Rochele;;;;;;;;;;;;;x
PROV4853;Bordeaux;;;;;;;;;;;;;x
PROV4854;Dax;;;;;;;;;;;;;x
PROV4855;Bayonne;;;;;;;;;;;;;x
PROV4856;Saragossa;;;;;;;;;;;;;x
PROV4857;Andorra;;;;;;;;;;;;;x
PROV4858;Teruel;;;;;;;;;;;;;x
PROV4859;Valencia;;;;;;;;;;;;;x
PROV4860;Alicante;;;;;;;;;;;;;x
PROV4861;Oran;;;;;;;;;;;;;x
PROV4862;Tlemcen;;;;;;;;;;;;;x
PROV4863;Al Aricha;;;;;;;;;;;;;x
PROV4864;Mecheria;;;;;;;;;;;;;x
PROV4865;AIn Sefra;;;;;;;;;;;;;x
PROV4866;Beni Ounif;;;;;;;;;;;;;x
PROV4867;El Hobeur;;;;;;;;;;;;;x
PROV4868;Demakr Chaheb;;;;;;;;;;;;;x
PROV4869;Charouine;;;;;;;;;;;;;x
PROV4870;Oglat Mohammed;;;;;;;;;;;;;x
PROV4871;El Mansour;;;;;;;;;;;;;x
PROV4872;Abd el Kader;;;;;;;;;;;;;x
PROV4873;Kadda;;;;;;;;;;;;;x
PROV4874;Rezeg Allah;;;;;;;;;;;;;x
PROV4875;Djeidiyed;;;;;;;;;;;;;x
PROV4876;Tazouikert;;;;;;;;;;;;;x
PROV4877;In Guendelene;;;;;;;;;;;;;x
PROV4878;In Karoua;;;;;;;;;;;;;x
PROV4879;Tin Telagaz;;;;;;;;;;;;;x
PROV4880;In Alchi;;;;;;;;;;;;;x
PROV4881;Bourem;;;;;;;;;;;;;x
PROV4882;Doro;;;;;;;;;;;;;x
PROV4883;Gossi;;;;;;;;;;;;;x
PROV4884;Arbinda;;;;;;;;;;;;;x
PROV4885;Kaya;;;;;;;;;;;;;x
PROV4886;Pouytenga;;;;;;;;;;;;;x
PROV4887;Po;;;;;;;;;;;;;x
PROV4888;Bolgatanga;;;;;;;;;;;;;x
PROV4889;Tamale;;;;;;;;;;;;;x
PROV4890;Salaga;;;;;;;;;;;;;x
PROV4891;Mampong;;;;;;;;;;;;;x
PROV4892;Koforidoua;;;;;;;;;;;;;x
PROV4893;Cape Coast;;;;;;;;;;;;;x
PROV4894;Ozero Nestka;;;;;;;;;;;;;x
PROV4895;Kular;;;;;;;;;;;;;x
PROV4896;Lena;;;;;;;;;;;;;x
PROV4897;Yessey;;;;;;;;;;;;;x
PROV4898;Ozero Yeoekli;;;;;;;;;;;;;x
PROV4899;Anary;;;;;;;;;;;;;x
PROV4900;Terekhovaya;;;;;;;;;;;;;x
PROV4901;Belomorsk;;;;;;;;;;;;;x
PROV4902;Cambridge;;;;;;;;;;;;;x
PROV4903;London;;;;;;;;;;;;;x
PROV4904;Maidstone;;;;;;;;;;;;;x
PROV4905;Le Havre;;;;;;;;;;;;;x
PROV4906;Alencon;;;;;;;;;;;;;x
PROV4907;Le Mans;;;;;;;;;;;;;x
PROV4908;Poitiers;;;;;;;;;;;;;x
PROV4909;Niort;;;;;;;;;;;;;x
PROV4910;Angouleme;;;;;;;;;;;;;x
PROV4911;Angers;;;;;;;;;;;;;x
PROV4912;Auch;;;;;;;;;;;;;x
PROV4913;Pau;;;;;;;;;;;;;x
PROV4914;Jaca;;;;;;;;;;;;;x
PROV4915;Huesca;;;;;;;;;;;;;x
PROV4916;Castellon de la Plana;;;;;;;;;;;;;x
PROV4917;Mascara;;;;;;;;;;;;;x
PROV4918;Saida;;;;;;;;;;;;;x
PROV4919;El Kheither;;;;;;;;;;;;;x
PROV4920;Bougtob;;;;;;;;;;;;;x
PROV4921;El Abiodh Sidi Cheikh;;;;;;;;;;;;;x
PROV4922;Toumiat;;;;;;;;;;;;;x
PROV4923;Namous;;;;;;;;;;;;;x
PROV4924;Timimoun;;;;;;;;;;;;;x
PROV4925;Metarfa;;;;;;;;;;;;;x
PROV4926;Adrar;;;;;;;;;;;;;x
PROV4927;Sali;;;;;;;;;;;;;x
PROV4928;Talahouhait;;;;;;;;;;;;;x
PROV4929;Oued Mouloud;;;;;;;;;;;;;x
PROV4930;Tayarte;;;;;;;;;;;;;x
PROV4931;Amrenene Cheikr;;;;;;;;;;;;;x
PROV4932;Ait-el-Khoud;;;;;;;;;;;;;x
PROV4933;Erebeb;;;;;;;;;;;;;x
PROV4934;Tiouranine;;;;;;;;;;;;;x
PROV4935;In Chiker;;;;;;;;;;;;;x
PROV4936;Baker Lake;;;;;;;;;;;;;x
PROV4937;Almoustarat;;;;;;;;;;;;;x
PROV4938;Gao;;;;;;;;;;;;;x
PROV4939;Ansongo;;;;;;;;;;;;;x
PROV4940;Tera;;;;;;;;;;;;;x
PROV4941;Dori;;;;;;;;;;;;;x
PROV4942;Fada-Ngourma;;;;;;;;;;;;;x
PROV4943;Tenkodogo;;;;;;;;;;;;;x
PROV4944;Mansaba;;;;;;;;;;;;;x
PROV4945;Yendi;;;;;;;;;;;;;x
PROV4946;Wulensi;;;;;;;;;;;;;x
PROV4947;Ho;;;;;;;;;;;;;x
PROV4948;Tegbi;;;;;;;;;;;;;x
PROV4949;Accra;;;;;;;;;;;;;x
PROV4950;Ozero Chukoch'ye;;;;;;;;;;;;;x
PROV4951;Kazach'ye;;;;;;;;;;;;;x
PROV4952;Dzhardzhan;;;;;;;;;;;;;x
PROV4953;Ozero Yessey;;;;;;;;;;;;;x
PROV4954;Ozero Anama;;;;;;;;;;;;;x
PROV4955;Salemal;;;;;;;;;;;;;x
PROV4956;Rodionovo;;;;;;;;;;;;;x
PROV4957;Kalajoki;;;;;;;;;;;;;x
PROV4958;Norwich;;;;;;;;;;;;;x
PROV4959;Ipswich;;;;;;;;;;;;;x
PROV4960;Rouen;;;;;;;;;;;;;x
PROV4961;Evreux;;;;;;;;;;;;;x
PROV4962;Blois;;;;;;;;;;;;;x
PROV4963;Chateauroux;;;;;;;;;;;;;x
PROV4964;Limoges;;;;;;;;;;;;;x
PROV4965;Perigeux;;;;;;;;;;;;;x
PROV4966;Agen;;;;;;;;;;;;;x
PROV4967;Toulouse;;;;;;;;;;;;;x
PROV4968;Foix;;;;;;;;;;;;;x
PROV4969;Lérida;;;;;;;;;;;;;x
PROV4970;Tarragona;;;;;;;;;;;;;x
PROV4971;Relizane;;;;;;;;;;;;;x
PROV4972;Tiaret;;;;;;;;;;;;;x
PROV4973;El Bayadh;;;;;;;;;;;;;x
PROV4974;Brezina;;;;;;;;;;;;;x
PROV4975;Hassi Izi;;;;;;;;;;;;;x
PROV4976;Hassi Goutit;;;;;;;;;;;;;x
PROV4977;Baten Kerboub;;;;;;;;;;;;;x
PROV4978;Aougrout;;;;;;;;;;;;;x
PROV4979;In Belbel;;;;;;;;;;;;;x
PROV4980;Aoulef;;;;;;;;;;;;;x
PROV4981;Akabh;;;;;;;;;;;;;x
PROV4982;Bilal;;;;;;;;;;;;;x
PROV4983;Zerma;;;;;;;;;;;;;x
PROV4984;Egatalis;;;;;;;;;;;;;x
PROV4985;Bordj Badji Mokhtar;;;;;;;;;;;;;x
PROV4986;Tessalit;;;;;;;;;;;;;x
PROV4987;Aguelhok;;;;;;;;;;;;;x
PROV4988;Kidal;;;;;;;;;;;;;x
PROV4989;Iforharaten;;;;;;;;;;;;;x
PROV4990;Telatai;;;;;;;;;;;;;x
PROV4991;Tillaberi;;;;;;;;;;;;;x
PROV4992;Kossey;;;;;;;;;;;;;x
PROV4993;Kantchari;;;;;;;;;;;;;x
PROV4994;Batia;;;;;;;;;;;;;x
PROV4995;Natitingou;;;;;;;;;;;;;x
PROV4996;Sokode;;;;;;;;;;;;;x
PROV4997;Soutouboua;;;;;;;;;;;;;x
PROV4998;Atakpame;;;;;;;;;;;;;x
PROV4999;Lome;;;;;;;;;;;;;x
PROV5000;Kray Lesov;;;;;;;;;;;;;x
PROV5001;Tumat;;;;;;;;;;;;;x
PROV5002;Unguokhakh;;;;;;;;;;;;;x
PROV5003;Moyyero;;;;;;;;;;;;;x
PROV5004;Ozero Bel'dunchan;;;;;;;;;;;;;x
PROV5005;Yar-Sale;;;;;;;;;;;;;x
PROV5006;Usinsk;;;;;;;;;;;;;x
PROV5007;Raahe;;;;;;;;;;;;;x
PROV5008;Calais;;;;;;;;;;;;;x
PROV5009;Amiens;;;;;;;;;;;;;x
PROV5010;Beauvais;;;;;;;;;;;;;x
PROV5011;Chartres;;;;;;;;;;;;;x
PROV5012;Orleans;;;;;;;;;;;;;x
PROV5013;Bourges;;;;;;;;;;;;;x
PROV5014;Ussel;;;;;;;;;;;;;x
PROV5015;Brive-la-Gaillarde;;;;;;;;;;;;;x
PROV5016;Rodez;;;;;;;;;;;;;x
PROV5017;Perpignan;;;;;;;;;;;;;x
PROV5018;Barcelona;;;;;;;;;;;;;x
PROV5019;Chlef;;;;;;;;;;;;;x
PROV5020;Ain Defla;;;;;;;;;;;;;x
PROV5021;Sougueur;;;;;;;;;;;;;x
PROV5022;Brida;;;;;;;;;;;;;x
PROV5023;Laghouat;;;;;;;;;;;;;x
PROV5024;Oureg;;;;;;;;;;;;;x
PROV5025;Metlili;;;;;;;;;;;;;x
PROV5026;El Golea;;;;;;;;;;;;;x
PROV5027;Baten er Rekni;;;;;;;;;;;;;x
PROV5028;Tislaouine;;;;;;;;;;;;;x
PROV5029;Matmouene;;;;;;;;;;;;;x
PROV5030;Ain Salah;;;;;;;;;;;;;x
PROV5031;In Heguis;;;;;;;;;;;;;x
PROV5032;Taredjerdja;;;;;;;;;;;;;x
PROV5033;In Zize;;;;;;;;;;;;;x
PROV5034;Nahalet;;;;;;;;;;;;;x
PROV5035;Gernene;;;;;;;;;;;;;x
PROV5036;Ameg;;;;;;;;;;;;;x
PROV5037;In Diezzal;;;;;;;;;;;;;x
PROV5038;Sarat;;;;;;;;;;;;;x
PROV5039;Timraz;;;;;;;;;;;;;x
PROV5040;Tidjelali;;;;;;;;;;;;;x
PROV5041;In Teouift;;;;;;;;;;;;;x
PROV5042;Menaka;;;;;;;;;;;;;x
PROV5043;Ouallam;;;;;;;;;;;;;x
PROV5044;Niamey;;;;;;;;;;;;;x
PROV5045;Diapaga;;;;;;;;;;;;;x
PROV5046;Banikoara;;;;;;;;;;;;;x
PROV5047;Bembereke;;;;;;;;;;;;;x
PROV5048;Parakou;;;;;;;;;;;;;x
PROV5049;Ouesse;;;;;;;;;;;;;x
PROV5050;Bohicon;;;;;;;;;;;;;x
PROV5051;Porto-Novo;;;;;;;;;;;;;x
PROV5052;Krestovoye;;;;;;;;;;;;;x
PROV5053;Nuchcha;;;;;;;;;;;;;x
PROV5054;Sakhandzha;;;;;;;;;;;;;x
PROV5055;Kukusunda;;;;;;;;;;;;;x
PROV5056;Kochechuma;;;;;;;;;;;;;x
PROV5057;Bukhta-Nakhodka;;;;;;;;;;;;;x
PROV5058;Inta;;;;;;;;;;;;;x
PROV5059;Pushlakta;;;;;;;;;;;;;x
PROV5060;Muhos;;;;;;;;;;;;;x
PROV5061;Bruges;;;;;;;;;;;;;x
PROV5062;Lille;;;;;;;;;;;;;x
PROV5063;Compiegne;;;;;;;;;;;;;x
PROV5064;Provins;;;;;;;;;;;;;x
PROV5065;Auxerre;;;;;;;;;;;;;x
PROV5066;Nevers;;;;;;;;;;;;;x
PROV5067;Clermont Ferrand;;;;;;;;;;;;;x
PROV5068;Saint Flour;;;;;;;;;;;;;x
PROV5069;Millau;;;;;;;;;;;;;x
PROV5070;Montpellier;;;;;;;;;;;;;x
PROV5071;Algiers;;;;;;;;;;;;;x
PROV5072;Medea;;;;;;;;;;;;;x
PROV5073;Ain Oussera;;;;;;;;;;;;;x
PROV5074;Djelfa;;;;;;;;;;;;;x
PROV5075;Messad;;;;;;;;;;;;;x
PROV5076;Berriane;;;;;;;;;;;;;x
PROV5077;Sebseb;;;;;;;;;;;;;x
PROV5078;Khanem;;;;;;;;;;;;;x
PROV5079;Fort Miribel;;;;;;;;;;;;;x
PROV5080;Tseberka;;;;;;;;;;;;;x
PROV5081;El Mna;;;;;;;;;;;;;x
PROV5082;Djenane Defla;;;;;;;;;;;;;x
PROV5083;Tilmas Takouze;;;;;;;;;;;;;x
PROV5084;Tabourak;;;;;;;;;;;;;x
PROV5085;Seggouar;;;;;;;;;;;;;x
PROV5086;In Rabir;;;;;;;;;;;;;x
PROV5087;Tamada;;;;;;;;;;;;;x
PROV5088;In Tedeini;;;;;;;;;;;;;x
PROV5089;Tin Zaouatine;;;;;;;;;;;;;x
PROV5090;Adrar Amechekenchar;;;;;;;;;;;;;x
PROV5091;Oued in Afesto;;;;;;;;;;;;;x
PROV5092;Bourbamde;;;;;;;;;;;;;x
PROV5093;In Talak;;;;;;;;;;;;;x
PROV5094;Anderamboukane;;;;;;;;;;;;;x
PROV5095;Sanam;;;;;;;;;;;;;x
PROV5096;Dosso;;;;;;;;;;;;;x
PROV5097;Gaya;;;;;;;;;;;;;x
PROV5098;Segbana;;;;;;;;;;;;;x
PROV5099;Nikki;;;;;;;;;;;;;x
PROV5100;Kaiama;;;;;;;;;;;;;x
PROV5101;Iseyin;;;;;;;;;;;;;x
PROV5102;Ana;;;;;;;;;;;;;x
PROV5103;Ojo;;;;;;;;;;;;;x
PROV5104;Rauchua;;;;;;;;;;;;;x
PROV5105;Boru;;;;;;;;;;;;;x
PROV5106;Kuranakh-Yuryakh;;;;;;;;;;;;;x
PROV5107;Valch'ya;;;;;;;;;;;;;x
PROV5108;Rossakha;;;;;;;;;;;;;x
PROV5109;Nyda;;;;;;;;;;;;;x
PROV5110;Yusnyra;;;;;;;;;;;;;x
PROV5111;Utajarvi;;;;;;;;;;;;;x
PROV5112;Middelburg;;;;;;;;;;;;;x
PROV5113;Brussels;;;;;;;;;;;;;x
PROV5114;Mons;;;;;;;;;;;;;x
PROV5115;Rheims;;;;;;;;;;;;;x
PROV5116;Chalons-sur-Marne;;;;;;;;;;;;;x
PROV5117;Dijon;;;;;;;;;;;;;x
PROV5118;Chalon-sur-Saone;;;;;;;;;;;;;x
PROV5119;Saint Etienne;;;;;;;;;;;;;x
PROV5120;Aubenas;;;;;;;;;;;;;x
PROV5121;Nimes;;;;;;;;;;;;;x
PROV5122;Tizi Ouzou;;;;;;;;;;;;;x
PROV5123;Bordj Bou Arreridj;;;;;;;;;;;;;x
PROV5124;MSila;;;;;;;;;;;;;x
PROV5125;Ain Ousrhar;;;;;;;;;;;;;x
PROV5126;Guerara;;;;;;;;;;;;;x
PROV5127;Zelfaria;;;;;;;;;;;;;x
PROV5128;Daiet Remt;;;;;;;;;;;;;x
PROV5129;Hassi Inifel;;;;;;;;;;;;;x
PROV5130;Aouleggui;;;;;;;;;;;;;x
PROV5131;Aguemour;;;;;;;;;;;;;x
PROV5132;Innahas;;;;;;;;;;;;;x
